33	0	0	743	0	On
33	0	1	1	0	the
33	0	2	74	0	other
33	0	3	1524	0	hand
33	0	4	0	0	,
33	0	5	16	0	it
33	0	6	7	0	's
33	0	7	2285	0	turning
33	0	8	112	0	out
33	0	9	3	0	to
33	0	10	27	0	be
33	0	11	579	0	another
33	0	12	416	0	very
33	0	13	2161	0	bad
33	0	14	242	0	financial
33	0	15	188	1	week
33	0	16	10	0	for
33	0	17	520	0	Asia
33	0	18	0	0	.
33	1	0	11	0	The
33	1	1	242	0	financial
33	1	2	5849	0	assistance
33	1	3	14	0	from
33	1	4	1	0	the
33	1	5	1151	0	World
33	1	6	244	0	Bank
33	1	7	6	0	and
33	1	8	1	0	the
33	1	9	457	0	International
33	1	10	6738	0	Monetary
33	1	11	1428	0	Fund
33	1	12	30	0	are
33	1	13	62	0	not
33	1	14	2798	0	helping
33	1	15	0	0	.
33	2	0	37	0	In
33	2	1	1	1	the
33	2	2	66	1	last
33	2	3	928	1	twenty
33	2	4	324	1	four
33	2	5	1889	1	hours
33	2	6	0	0	,
33	2	7	1	0	the
33	2	8	151	0	value
33	2	9	2	0	of
33	2	10	1	0	the
33	2	11	2523	0	Indonesian
33	2	12	48	0	stock
33	2	13	52	0	market
33	2	14	25	0	has
33	2	15	1702	0	fallen
33	2	16	21	0	by
33	2	17	3819	0	twelve
33	2	18	193	0	percent
33	2	19	0	0	.
33	3	0	11	0	The
33	3	1	2523	0	Indonesian
33	3	2	4687	0	currency
33	3	3	25	0	has
33	3	4	905	0	lost
33	3	5	928	0	twenty
33	3	6	379	0	six
33	3	7	193	0	percent
33	3	8	2	0	of
33	3	9	18	0	its
33	3	10	151	0	value
33	3	11	0	0	.
33	4	0	37	0	In
33	4	1	6302	0	Singapore
33	4	2	0	0	,
33	4	3	421	0	stocks
33	4	4	663	0	hit
33	4	5	4	0	a
33	4	6	266	1	five
33	4	7	31	1	year
33	4	8	688	0	low
33	4	9	0	0	.
33	5	0	37	0	In
33	5	1	1	0	the
33	5	2	2267	0	Philippines
33	5	3	0	0	,
33	5	4	4	0	a
33	5	5	324	1	four
33	5	6	31	1	year
33	5	7	688	0	low
33	5	8	0	0	.
33	6	0	194	0	And
33	6	1	5	0	in
33	6	2	948	0	Hong
33	6	3	1030	0	Kong
33	6	4	0	0	,
33	6	5	4	0	a
33	6	6	131	0	three
33	6	7	193	0	percent
33	6	8	756	0	drop
33	6	9	0	0	.
33	7	0	1520	0	More
33	7	1	227	0	problems
33	7	2	5	0	in
33	7	3	948	0	Hong
33	7	4	1030	0	Kong
33	7	5	10	0	for
33	7	6	4	0	a
33	7	7	883	0	place
33	7	8	0	0	,
33	7	9	10	0	for
33	7	10	29	0	an
33	7	11	405	0	economy
33	7	12	0	0	,
33	7	13	12	0	that
33	7	14	167	0	many
33	7	15	2528	0	experts
33	7	16	1679	0	thought
33	7	17	28	0	was
33	7	18	701	0	once
33	7	19	3030	0	invincible
33	7	20	0	0	.
33	8	0	2855	0	Here
33	8	1	7	0	's
33	8	2	797	0	ABC
33	8	3	7	0	's
33	8	4	950	0	Jim
33	8	5	2907	0	Laurie
33	8	6	0	0	.
33	9	0	3196	0	Not
33	9	1	12	0	that
33	9	2	594	0	long
33	9	3	134	0	ago
33	9	4	0	0	,
33	9	5	205	0	before
33	9	6	1	0	the
33	9	7	5155	0	Chinese
33	9	8	272	0	takeover
33	9	9	0	0	,
33	9	10	1	0	the
33	9	11	173	0	news
33	9	12	35	0	about
33	9	13	605	0	real
33	9	14	1831	0	estate
33	9	15	386	0	here
33	9	16	28	0	was
33	9	17	12	0	that
33	9	18	1	0	the
33	9	19	5079	0	sky
33	9	20	28	0	was
33	9	21	1	0	the
33	9	22	1940	0	limit
33	9	23	1	0	the
33	9	24	2113	0	highest
33	9	25	139	0	prices
33	9	26	5	0	in
33	9	27	1	0	the
33	9	28	249	0	world
33	9	29	0	0	.
33	10	0	800	0	So
33	10	1	86	0	when
33	10	2	2924	0	Wong
33	10	3	3666	0	Kwan
33	10	4	2302	0	spent
33	10	5	2506	0	seventy
33	10	6	8	0	million
33	10	7	429	0	dollars
33	10	8	10	0	for
33	10	9	50	0	this
33	10	10	3236	0	house
33	10	11	0	0	,
33	10	12	45	0	he
33	10	13	1679	0	thought
33	10	14	16	0	it
33	10	15	28	0	was
33	10	16	4	0	a
33	10	17	1452	0	great
33	10	18	631	0	deal
33	10	19	0	0	.
33	11	0	143	0	He
33	11	1	550	0	sold
33	11	2	1	0	the
33	11	3	1733	0	property
33	11	4	3	0	to
33	11	5	266	0	five
33	11	6	1094	0	buyers
33	11	7	6	0	and
33	11	8	9	0	said
33	11	9	45	0	he
33	11	10	2061	0	'd
33	11	11	1955	0	double
33	11	12	60	0	his
33	11	13	262	0	money
33	11	14	0	0	.
33	12	0	37	0	In
33	12	1	948	0	Hong
33	12	2	1030	0	Kong
